function,depth,seed,snapped,final_loss,snappability,nan_epoch,converged,symbolic_form,expected_depth,post_snap_loss,valid_snap
sqrt,4,4,1,0.12726540863513947,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,4,5,1,0.017897747457027435,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,6,1,0.136431485414505,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,4,7,1,0.05548432841897011,1.0,-1,1,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,8,1,0.07770685106515884,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,9,1,0.10612445324659348,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,10,1,0.024872012436389923,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,11,1,0.09276413172483444,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,12,1,0.11693010479211807,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,4,13,1,0.059121690690517426,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,14,1,0.10749778151512146,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,4,15,1,0.01836360991001129,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,16,1,0.1342879682779312,1.0,-1,0,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,17,1,0.01412886381149292,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,18,1,0.1436961591243744,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,19,1,0.020381279289722443,1.0,-1,1,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,5,0,1,0.20756208896636963,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,1,1,0.1745770126581192,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,2,1,0.2597086727619171,1.0,-1,1,"eml(1,1)",9,0.7166339755058289,0
sqrt,5,3,1,0.18249493837356567,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,4,1,0.17897379398345947,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,5,1,0.20419707894325256,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,6,1,0.14206020534038544,1.0,-1,1,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,5,7,1,0.14323961734771729,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,8,1,0.16246706247329712,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,9,1,0.0990460067987442,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,5,10,1,0.15386350452899933,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,11,1,0.18349115550518036,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,12,1,0.1617376059293747,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,5,13,1,0.18528732657432556,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,14,1,0.17564529180526733,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,15,1,0.13708335161209106,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,16,1,0.19573213160037994,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,17,1,0.22068071365356445,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,18,1,0.12389937043190002,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,5,19,1,0.1156560629606247,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
